#(1)                 (2)    (3)    (4)     (5)      (6)     (7)        (8)  (9)  (10)  (11)   (12)   (13)   (14)  (15)  (16)  (17)  (18)
#date-time           procs  procs  mem     mem      mem     mem        swp  swp  io    io     syst   syst   cpu   cpu   cpu   cpu   cpu
#date-time           r      b      swpd    free     buff    cache      si   so   bi    bo     in     cs     us    sy    id    wa    st
2014-07-08-12:33:25  0      0      218912  1777880  421932  120434144  0    0    292   10660  12484  14228  0     0     99    0     0
2014-07-08-12:33:26  2      0      218912  1784072  421932  120434544  0    0    256   2436   7996   10252  0     0     99    0     0
2014-07-08-12:33:27  0      0      218912  1778980  421932  120434848  0    0    180   2064   8553   10874  0     0     99    0     0
2014-07-08-12:33:28  1      0      218912  1784304  421932  120435112  0    0    212   2352   8227   10409  0     0     99    0     0
2014-07-08-12:33:29  0      0      218912  1782816  421932  120435368  0    0    156   2360   8080   10400  0     0     100   0     0
2014-07-08-12:33:30  0      0      218912  1777476  421932  120435552  0    0    212   6516   10518  11700  0     0     99    0     0
2014-07-08-12:33:31  0      0      218912  1777764  421932  120435832  0    0    232   2432   8355   10521  0     0     99    0     0
2014-07-08-12:33:32  0      0      218912  1777400  421932  120436128  0    0    284   11328  10421  14969  0     0     99    0     0
2014-07-08-12:33:33  0      0      218912  1777268  421932  120436496  0    0    336   2000   7848   10150  0     0     99    0     0
2014-07-08-12:33:34  0      0      218912  1779932  421932  120436864  0    0    196   2276   7514   9760   0     0     99    0     0
2014-07-08-12:33:35  0      0      218912  1777716  421936  120437112  0    0    200   12392  11672  13455  0     0     99    0     0
2014-07-08-12:33:36  0      0      218912  1780320  421936  120437392  0    0    232   2252   7949   9782   0     0     99    0     0
2014-07-08-12:33:37  0      0      218912  1781964  421936  120437680  0    0    156   2056   7619   9685   0     0     99    0     0
2014-07-08-12:33:38  4      0      218912  1780964  421936  120437888  0    0    256   2300   8171   10820  0     0     99    0     0
2014-07-08-12:33:39  0      0      218912  1780600  421936  120438232  0    0    192   5688   8633   11365  0     0     99    0     0
2014-07-08-12:33:40  0      0      218912  1783692  421936  120438448  0    0    188   5764   9506   11029  0     0     99    0     0
2014-07-08-12:33:41  0      0      218912  1781828  421944  120438664  0    0    168   2436   7536   9798   0     0     99    0     0
#(1)                 (2)    (3)    (4)     (5)      (6)     (7)        (8)  (9)  (10)  (11)   (12)   (13)   (14)  (15)  (16)  (17)  (18)
#date-time           procs  procs  mem     mem      mem     mem        swp  swp  io    io     syst   syst   cpu   cpu   cpu   cpu   cpu
#date-time           r      b      swpd    free     buff    cache      si   so   bi    bo     in     cs     us    sy    id    wa    st
2014-07-08-12:33:42  0      0      218912  1763136  421944  120438896  0    0    208   2300   10028  11979  1     1     98    0     0
2014-07-08-12:33:43  0      0      218912  1764384  421944  120439248  0    0    252   7320   9348   12475  0     0     99    0     0
2014-07-08-12:33:44  0      0      218912  1762268  421944  120439520  0    0    220   2260   8003   10485  0     0     99    0     0
2014-07-08-12:33:45  2      0      218912  1764260  421944  120439760  0    0    200   7384   10299  11513  0     0     99    0     0
2014-07-08-12:33:46  1      0      218912  1758672  421944  120440048  0    0    312   5768   9096   12021  0     0     99    0     0
2014-07-08-12:33:47  0      0      218912  1745636  421944  120440424  0    0    260   2128   8887   10457  1     0     99    0     0
2014-07-08-12:33:48  2      0      218912  1742668  421944  120440752  0    0    304   7296   10111  12680  0     0     99    0     0
2014-07-08-12:33:49  0      0      218912  1747664  421944  120441104  0    0    160   2188   7782   9441   0     0     99    0     0
2014-07-08-12:33:50  0      0      218912  1744004  421944  120441304  0    0    176   5936   10645  11840  0     0     99    0     0
2014-07-08-12:33:51  0      0      218912  1760576  421944  120441536  0    0    192   2508   7995   10346  0     0     99    0     0
2014-07-08-12:33:52  0      0      218912  1771768  421944  120441792  0    0    200   2412   8090   10427  0     0     99    0     0
2014-07-08-12:33:53  0      0      218912  1774768  421944  120442032  0    0    304   5824   9262   12386  0     0     99    0     0
2014-07-08-12:33:54  0      0      218912  1770028  421944  120442408  0    0    248   8180   10002  13348  0     0     99    0     0
2014-07-08-12:33:55  0      0      218912  1775728  421944  120442720  0    0    252   6604   10211  11709  0     0     99    0     0
2014-07-08-12:33:56  0      0      218912  1772132  421944  120443056  0    0    228   2208   7948   10292  0     0     99    0     0
2014-07-08-12:33:57  0      0      218912  1777724  421944  120443328  0    0    112   2292   7450   9758   0     0     99    0     0
2014-07-08-12:33:58  0      0      218912  1775632  421944  120443520  0    0    168   2392   8778   11250  0     0     99    0     0
2014-07-08-12:33:59  0      0      218912  1775880  421944  120443752  0    0    168   2324   8673   10918  0     0     99    0     0
2014-07-08-12:34:00  1      0      218912  1774972  421944  120444040  0    0    136   10308  11260  13376  0     0     99    0     0
2014-07-08-12:34:01  1      0      218912  1776824  421944  120444208  0    0    248   8832   10090  13436  0     0     99    0     0
2014-07-08-12:34:02  0      0      218912  1774236  421944  120444520  0    0    252   2372   8499   11176  0     0     99    0     0
#(1)                 (2)    (3)    (4)     (5)      (6)     (7)        (8)  (9)  (10)  (11)   (12)   (13)   (14)  (15)  (16)  (17)  (18)
#date-time           procs  procs  mem     mem      mem     mem        swp  swp  io    io     syst   syst   cpu   cpu   cpu   cpu   cpu
#date-time           r      b      swpd    free     buff    cache      si   so   bi    bo     in     cs     us    sy    id    wa    st
2014-07-08-12:34:03  0      0      218912  1763676  421944  120444848  0    0    188   2232   11479  12340  1     1     98    0     0
2014-07-08-12:34:04  1      0      218912  1768396  421944  120445104  0    0    148   2324   8484   10437  0     0     99    0     0
2014-07-08-12:34:05  0      0      218912  1766920  421944  120445328  0    0    192   12644  12805  14335  0     0     99    0     0
2014-07-08-12:34:06  0      0      218912  1771956  421944  120445608  0    0    228   2280   8252   10378  0     0     99    0     0
2014-07-08-12:34:07  0      0      218912  1771212  421944  120445888  0    0    156   6648   9612   12397  0     0     99    0     0
2014-07-08-12:34:08  0      0      218912  1770592  421944  120446160  0    0    384   2496   9568   12240  1     0     99    0     0
2014-07-08-12:34:09  0      0      218912  1771100  421944  120446616  0    0    176   2116   8625   10372  0     0     100   0     0
2014-07-08-12:34:10  0      0      218912  1766584  421944  120446848  0    0    188   8240   13905  14242  1     0     99    0     0
2014-07-08-12:34:11  2      0      218912  1761164  421944  120447136  0    0    220   2352   9166   10502  0     0     99    0     0
2014-07-08-12:34:12  0      0      218912  1762960  421944  120447400  0    0    196   2244   9445   11250  0     0     99    0     0
2014-07-08-12:34:13  0      0      218912  1762260  421944  120447672  0    0    216   2044   8629   10283  0     0     99    0     0
2014-07-08-12:34:14  0      0      218912  1762904  421944  120447920  0    0    124   12404  10962  14303  0     0     99    0     0
2014-07-08-12:34:15  0      0      218912  1765260  421944  120448112  0    0    176   6940   11021  11709  0     0     99    0     0
2014-07-08-12:34:16  1      0      218912  1763220  421944  120448352  0    0    216   7780   10293  12919  0     0     99    0     0
2014-07-08-12:34:17  0      0      218912  1765092  421944  120448688  0    0    200   2460   8608   10674  0     0     99    0     0
2014-07-08-12:34:18  1      0      218912  1753816  421944  120448944  0    0    176   2400   8839   10535  1     0     99    0     0
2014-07-08-12:34:19  0      0      218912  1760064  421944  120449192  0    0    172   2256   9163   11215  1     0     99    0     0
2014-07-08-12:34:20  0      0      218912  1760328  421944  120449480  0    0    120   7100   11056  11559  0     0     99    0     0
2014-07-08-12:34:21  0      0      218912  1761068  421944  120449648  0    0    152   6308   10204  12079  0     0     99    0     0
2014-07-08-12:34:22  0      0      218912  1763628  421944  120449888  0    0    120   1980   7691   9348   0     0     100   0     0
2014-07-08-12:34:23  1      0      218912  1762264  421944  120450048  0    0    144   2196   8008   9960   0     0     100   0     0
#(1)                 (2)    (3)    (4)     (5)      (6)     (7)        (8)  (9)  (10)  (11)   (12)   (13)   (14)  (15)  (16)  (17)  (18)
#date-time           procs  procs  mem     mem      mem     mem        swp  swp  io    io     syst   syst   cpu   cpu   cpu   cpu   cpu
#date-time           r      b      swpd    free     buff    cache      si   so   bi    bo     in     cs     us    sy    id    wa    st
2014-07-08-12:34:24  1      0      218912  1766604  421944  120450256  0    0    140   2272   8005   9600   0     0     100   0     0
2014-07-08-12:34:25  1      0      218912  1761540  421944  120450480  0    0    140   6780   10171  10518  0     0     99    0     0
2014-07-08-12:34:26  3      0      218912  1764080  421944  120450656  0    0    120   2084   7626   9972   0     0     99    0     0
2014-07-08-12:34:27  0      0      218912  1764452  421944  120450832  0    0    156   12884  10971  14887  0     0     99    0     0
2014-07-08-12:34:28  0      0      218912  1763212  421944  120451040  0    0    248   5752   8796   11292  0     0     99    0     0
2014-07-08-12:34:29  0      0      218912  1761732  421944  120451344  0    0    196   2132   7609   9916   0     0     100   0     0
2014-07-08-12:34:30  0      0      218912  1763112  421944  120451616  0    0    188   5772   9423   11287  0     0     99    0     0
2014-07-08-12:34:31  0      1      218912  1762740  421944  120451872  0    0    216   2364   7929   10123  0     0     99    0     0
2014-07-08-12:34:32  0      0      218912  1746376  421944  120452144  0    0    196   2128   9540   11440  1     0     99    0     0
2014-07-08-12:34:33  0      0      218912  1747764  421944  120452416  0    0    140   2300   7832   10109  0     0     100   0     0
2014-07-08-12:34:34  0      0      218912  1748384  421944  120452640  0    0    144   2368   7609   9930   0     0     100   0     0
2014-07-08-12:34:35  1      0      218912  1744036  421944  120452856  0    0    176   10264  12004  13342  1     0     99    0     0
2014-07-08-12:34:36  1      0      218912  1743052  421944  120453088  0    0    136   2428   7766   9951   0     0     99    0     0
2014-07-08-12:34:37  1      0      218912  1731644  421944  120453296  0    0    336   2348   8589   10254  1     0     99    0     0
2014-07-08-12:34:38  0      2      218912  1729112  421944  120453696  0    0    128   7572   8882   12217  0     0     99    0     0
2014-07-08-12:34:39  0      0      218912  1730096  421944  120453888  0    0    148   2288   7940   10167  0     0     100   0     0
2014-07-08-12:34:40  0      0      218912  1729320  421944  120454112  0    0    104   13736  12347  13984  0     0     99    0     0
2014-07-08-12:34:41  0      0      218912  1757012  421944  120454288  0    0    80    2480   7848   9853   0     0     99    0     0
2014-07-08-12:34:42  0      0      218912  1758152  421944  120454424  0    0    260   5116   8370   11215  0     0     99    0     0
2014-07-08-12:34:43  1      0      218912  1757640  421944  120454752  0    0    152   2212   8457   10666  0     0     99    0     0
2014-07-08-12:34:44  1      0      218912  1756656  421944  120454960  0    0    244   2048   8450   10347  0     0     99    0     0
#(1)                 (2)    (3)    (4)     (5)      (6)     (7)        (8)  (9)  (10)  (11)   (12)   (13)   (14)  (15)  (16)  (17)  (18)
#date-time           procs  procs  mem     mem      mem     mem        swp  swp  io    io     syst   syst   cpu   cpu   cpu   cpu   cpu
#date-time           r      b      swpd    free     buff    cache      si   so   bi    bo     in     cs     us    sy    id    wa    st
2014-07-08-12:34:45  0      0      218912  1757156  421944  120455248  0    0    192   6724   10370  11136  0     0     99    0     0
2014-07-08-12:34:46  0      0      218912  1757784  421944  120455504  0    0    196   2172   7829   10280  0     0     99    0     0
2014-07-08-12:34:47  0      0      218912  1758900  421944  120455824  0    0    244   2360   8241   10569  0     0     99    0     0
2014-07-08-12:34:48  0      0      218912  1757556  421944  120456064  0    0    156   2080   7911   10285  0     0     99    0     0
2014-07-08-12:34:49  0      0      218912  1758072  421944  120456272  0    0    228   11724  10689  14508  0     0     99    0     0
2014-07-08-12:34:50  0      0      218912  1759576  421944  120456576  0    0    220   6548   10267  11800  0     0     99    0     0
2014-07-08-12:34:51  0      0      218912  1754004  421944  120456928  0    0    320   2072   8330   10584  1     0     99    0     0
2014-07-08-12:34:52  0      0      218912  1753448  421944  120457264  0    0    132   2376   7367   10051  0     0     100   0     0
2014-07-08-12:34:53  0      0      218912  1757300  421944  120457448  0    0    140   7820   8908   11909  0     0     99    0     0
2014-07-08-12:34:54  1      1      218912  1754068  421944  120457664  0    0    176   2092   7562   9707   0     0     100   0     0
2014-07-08-12:34:55  0      0      218912  1756452  421944  120457888  0    0    208   6204   10609  11634  0     0     99    0     0
2014-07-08-12:34:56  0      0      218912  1753848  421944  120458160  0    0    148   6176   8901   11841  0     0     99    0     0
2014-07-08-12:34:57  0      1      218912  1755768  421944  120458352  0    0    148   2216   7840   9591   0     0     99    0     0
2014-07-08-12:34:58  0      0      218912  1753660  421944  120458568  0    0    184   2144   8458   10344  0     0     99    0     0
2014-07-08-12:34:59  0      0      218912  1756276  421944  120458800  0    0    156   2244   7747   9556   0     0     99    0     0
2014-07-08-12:35:00  0      0      218912  1754532  421944  120459024  0    0    152   10728  11399  12395  0     0     99    0     0
2014-07-08-12:35:01  0      0      218912  1757888  421944  120459264  0    0    148   2148   7417   9158   0     0     100   0     0
2014-07-08-12:35:02  0      0      218912  1756384  421944  120459408  0    0    188   2232   7671   9732   0     0     99    0     0
2014-07-08-12:35:03  1      0      218912  1757392  421944  120459648  0    0    164   5604   8742   11577  0     0     99    0     0
2014-07-08-12:35:04  1      0      218912  1756892  421944  120459864  0    0    208   2368   7982   10220  0     0     99    0     0
2014-07-08-12:35:05  0      0      218912  1757992  421944  120460136  0    0    124   6268   9661   11066  0     0     99    0     0
#(1)                 (2)    (3)    (4)     (5)      (6)     (7)        (8)  (9)  (10)  (11)   (12)   (13)   (14)  (15)  (16)  (17)  (18)
#date-time           procs  procs  mem     mem      mem     mem        swp  swp  io    io     syst   syst   cpu   cpu   cpu   cpu   cpu
#date-time           r      b      swpd    free     buff    cache      si   so   bi    bo     in     cs     us    sy    id    wa    st
2014-07-08-12:35:06  0      0      218912  1755944  421944  120460344  0    0    168   7956   9572   12534  0     0     99    0     0
2014-07-08-12:35:07  0      1      218912  1756948  421944  120460592  0    0    236   2312   7703   10105  0     0     99    0     0
2014-07-08-12:35:08  0      0      218912  1753468  421944  120460888  0    0    240   2060   7746   10281  0     0     100   0     0
2014-07-08-12:35:09  0      0      218912  1753840  421944  120461184  0    0    120   2332   7679   10032  0     0     99    0     0
2014-07-08-12:35:10  0      0      218912  1743004  421944  120461360  0    0    180   10072  13065  14435  0     1     99    0     0
2014-07-08-12:35:11  0      0      218912  1745148  421944  120461592  0    0    164   7732   10495  13254  0     0     99    0     0
2014-07-08-12:35:12  0      0      218912  1746448  421944  120461840  0    0    112   2176   8150   10124  0     0     99    0     0
2014-07-08-12:35:13  0      0      218912  1747224  421944  120461984  0    0    80    2112   7134   9143   0     0     100   0     0
2014-07-08-12:35:14  1      0      218912  1748364  421944  120462112  0    0    144   2056   7355   9791   0     0     100   0     0
2014-07-08-12:35:15  1      0      218912  1746752  421944  120462336  0    0    104   7152   9635   10436  0     0     99    0     0
2014-07-08-12:35:16  0      0      218912  1748216  421944  120462528  0    0    160   2192   7352   9462   0     0     99    0     0
2014-07-08-12:35:17  0      0      218912  1747728  421944  120462704  0    0    144   5568   9576   12163  0     0     99    0     0
2014-07-08-12:35:18  0      0      218912  1746388  421944  120462944  0    0    284   2180   8052   10682  0     0     99    0     0
2014-07-08-12:35:19  0      0      218912  1742372  421944  120463296  0    0    216   7584   10845  13027  1     0     98    0     0
2014-07-08-12:35:20  0      0      218912  1746472  421944  120463552  0    0    148   5612   9266   10561  0     0     99    0     0
2014-07-08-12:35:21  0      0      218912  1746852  421944  120463736  0    0    172   2448   8408   10468  0     0     99    0     0
2014-07-08-12:35:22  0      0      218912  1748792  421944  120464000  0    0    160   7256   8789   11629  0     0     99    0     0
2014-07-08-12:35:23  0      0      218912  1749784  421944  120464208  0    0    140   2224   7793   9870   0     0     99    0     0
2014-07-08-12:35:24  2      0      218912  1747072  421944  120464432  0    0    232   5844   8645   11266  0     0     99    0     0
2014-07-08-12:35:25  0      0      218912  1748304  421944  120464704  0    0    124   5844   9636   10944  0     0     99    0     0
2014-07-08-12:35:26  0      0      218912  1747428  421944  120464928  0    0    236   2300   7381   9579   0     0     99    0     0
#(1)                 (2)    (3)    (4)     (5)      (6)     (7)        (8)  (9)  (10)  (11)   (12)   (13)   (14)  (15)  (16)  (17)  (18)
#date-time           procs  procs  mem     mem      mem     mem        swp  swp  io    io     syst   syst   cpu   cpu   cpu   cpu   cpu
#date-time           r      b      swpd    free     buff    cache      si   so   bi    bo     in     cs     us    sy    id    wa    st
2014-07-08-12:35:27  0      0      218912  1747412  421944  120465184  0    0    136   2000   7193   9251   0     0     100   0     0
2014-07-08-12:35:28  0      0      218912  1748784  421944  120465392  0    0    192   2220   8543   10820  0     0     99    0     0
2014-07-08-12:35:29  0      0      218912  1748652  421944  120465616  0    0    164   2156   7623   9306   0     0     100   0     0
2014-07-08-12:35:30  0      0      218912  1748600  421944  120465832  0    0    108   6160   9566   10503  0     0     99    0     0
2014-07-08-12:35:31  0      0      218912  1746084  421944  120465976  0    0    196   5320   8269   10053  0     0     99    0     0
2014-07-08-12:35:32  0      0      218912  1747564  421944  120466224  0    0    120   7904   9070   12155  0     0     99    0     0
2014-07-08-12:35:33  0      0      218912  1748316  421944  120466400  0    0    140   6472   8373   10808  0     0     99    0     0
2014-07-08-12:35:34  1      0      218912  1749076  421944  120466584  0    0    52    1996   7148   9166   0     0     100   0     0
2014-07-08-12:35:35  1      0      218912  1746100  421944  120466672  0    0    192   5076   9105   10420  0     0     99    0     0
2014-07-08-12:35:36  1      0      218912  1749940  421944  120466968  0    0    120   2172   7109   9194   0     0     100   0     0
2014-07-08-12:35:37  1      0      218912  1750568  421944  120467136  0    0    104   1992   6989   8976   0     0     100   0     0
2014-07-08-12:35:38  0      0      218912  1746540  421944  120467304  0    0    144   5156   8585   10474  0     0     99    0     0
2014-07-08-12:35:39  1      0      218912  1749012  421944  120467480  0    0    148   2372   8073   10006  0     0     99    0     0
2014-07-08-12:35:40  1      0      218912  1744204  421944  120467688  0    0    204   5864   9311   10400  0     0     99    0     0
2014-07-08-12:35:41  1      0      218912  1744692  421944  120467920  0    0    84    1988   7068   9050   0     0     100   0     0
2014-07-08-12:35:42  0      0      218912  1748024  421944  120468048  0    0    180   2220   7023   9278   0     0     100   0     0
2014-07-08-12:35:43  0      0      218912  1745312  421944  120468288  0    0    220   2196   7683   9525   0     0     99    0     0
2014-07-08-12:35:44  1      0      218912  1748300  421944  120468536  0    0    192   6668   8605   10848  0     0     99    0     0
2014-07-08-12:35:45  0      0      218912  1746696  421944  120468784  0    0    104   12264  12076  12519  0     0     99    0     0
2014-07-08-12:35:46  0      0      218912  1745964  421944  120468936  0    0    184   2032   7427   8739   0     0     99    0     0
2014-07-08-12:35:47  1      0      218912  1744848  421944  120469200  0    0    204   2028   7383   8893   0     0     100   0     0
#(1)                 (2)    (3)    (4)     (5)      (6)     (7)        (8)  (9)  (10)  (11)   (12)   (13)   (14)  (15)  (16)  (17)  (18)
#date-time           procs  procs  mem     mem      mem     mem        swp  swp  io    io     syst   syst   cpu   cpu   cpu   cpu   cpu
#date-time           r      b      swpd    free     buff    cache      si   so   bi    bo     in     cs     us    sy    id    wa    st
2014-07-08-12:35:48  0      0      218912  1745964  421944  120469392  0    0    140   2092   7658   9311   0     0     99    0     0
2014-07-08-12:35:49  0      0      218912  1747336  421944  120469568  0    0    148   2108   7078   8718   0     0     100   0     0
2014-07-08-12:35:50  0      0      218912  1747088  421944  120469792  0    0    180   4732   8999   9777   0     0     100   0     0
2014-07-08-12:35:51  0      0      218912  1749636  421944  120469960  0    0    160   1900   7372   8958   0     0     100   0     0
2014-07-08-12:35:52  0      0      218912  1747468  421944  120470192  0    0    108   4752   8412   9788   0     0     100   0     0
2014-07-08-12:35:53  0      0      218912  1749824  421944  120470320  0    0    116   2000   6803   8507   0     0     100   0     0
2014-07-08-12:35:54  1      0      218912  1747872  421944  120470504  0    0    124   1824   6831   8354   0     0     100   0     0
2014-07-08-12:35:55  0      0      218912  1748164  421944  120470664  0    0    76    9464   10881  11120  0     0     99    0     0
2014-07-08-12:35:56  1      0      218912  1749404  421944  120470768  0    0    104   2288   7337   9015   0     0     100   0     0
2014-07-08-12:35:57  0      0      218912  1749280  421944  120470976  0    0    152   2240   8055   9555   0     0     99    0     0
2014-07-08-12:35:58  0      0      218912  1741592  421944  120471184  0    0    192   6216   8877   11334  0     0     99    0     0
2014-07-08-12:35:59  0      0      218912  1745428  421944  120471368  0    0    108   5180   8966   10147  0     0     100   0     0
2014-07-08-12:36:00  0      0      218912  1743060  421944  120471544  0    0    84    5244   8848   9730   0     0     100   0     0
2014-07-08-12:36:01  0      0      218912  1747276  421944  120471680  0    0    136   2012   7621   8966   0     0     99    0     0
2014-07-08-12:36:02  0      0      218912  1745312  421944  120471856  0    0    96    2060   7345   8540   0     0     100   0     0
2014-07-08-12:36:03  1      0      218912  1747916  421944  120472016  0    0    104   2148   7419   9012   0     0     100   0     0
2014-07-08-12:36:04  1      0      218912  1743664  421944  120472160  0    0    216   2056   7127   8725   0     0     100   0     0
2014-07-08-12:36:05  0      0      218912  1746392  421944  120472408  0    0    120   5688   9043   10287  0     0     99    0     0
2014-07-08-12:36:06  0      0      218912  1744532  421944  120472608  0    0    244   8620   10161  12453  0     0     99    0     0
2014-07-08-12:36:07  0      0      218912  1746764  421944  120472904  0    0    176   2244   7736   9827   0     0     100   0     0
2014-07-08-12:36:08  0      0      218912  1743048  421944  120473120  0    0    112   2012   7603   10219  0     0     99    0     0
#(1)                 (2)    (3)    (4)     (5)      (6)     (7)        (8)  (9)  (10)  (11)   (12)   (13)   (14)  (15)  (16)  (17)  (18)
#date-time           procs  procs  mem     mem      mem     mem        swp  swp  io    io     syst   syst   cpu   cpu   cpu   cpu   cpu
#date-time           r      b      swpd    free     buff    cache      si   so   bi    bo     in     cs     us    sy    id    wa    st
2014-07-08-12:36:09  0      0      218912  1744536  421944  120473344  0    0    252   2272   7775   9887   0     0     99    0     0
2014-07-08-12:36:10  0      0      218912  1737220  421944  120473600  0    0    100   7500   11372  12949  0     1     99    0     0
2014-07-08-12:36:11  1      0      218912  1738576  421944  120473776  0    0    124   6472   9885   12488  0     0     99    0     0
2014-07-08-12:36:12  1      0      218912  1735756  421944  120473952  0    0    128   2396   8424   10706  0     0     99    0     0
2014-07-08-12:36:13  0      0      218912  1739124  421944  120474168  0    0    272   5344   10380  12221  0     0     99    0     0
2014-07-08-12:36:14  1      0      218912  1737160  421944  120474472  0    0    188   2148   7178   9381   0     0     100   0     0
2014-07-08-12:36:15  1      0      218912  1737528  421944  120474784  0    0    184   6412   9393   10993  0     0     99    0     0
2014-07-08-12:36:16  0      0      218912  1739736  421944  120474984  0    0    128   2268   6871   9282   0     0     99    0     0
2014-07-08-12:36:17  0      0      218912  1738008  421944  120475192  0    0    144   7152   8522   11622  0     0     99    0     0
2014-07-08-12:36:18  0      0      218912  1739016  421944  120475328  0    0    200   2060   7862   10159  0     0     99    0     0
2014-07-08-12:36:19  1      0      218912  1737644  421944  120475616  0    0    128   2272   7736   9817   0     0     100   0     0
2014-07-08-12:36:20  0      0      218912  1736608  421944  120475848  0    0    112   9224   11549  12204  1     0     99    0     0
2014-07-08-12:36:21  0      0      218912  1735308  421944  120476000  0    0    200   1920   7165   9390   0     0     99    0     0
2014-07-08-12:36:22  0      0      218912  1735732  421944  120476272  0    0    168   2360   7388   9616   0     0     99    0     0
2014-07-08-12:36:23  0      0      218912  1738160  421944  120476496  0    0    332   2208   6993   9126   0     0     99    0     0
2014-07-08-12:36:24  0      0      218912  1739248  421944  120476832  0    0    152   7968   9286   12355  0     0     99    0     0
2014-07-08-12:36:25  0      0      218912  1737148  421944  120477072  0    0    308   5852   10009  11344  1     0     99    0     0
2014-07-08-12:36:26  0      0      218912  1740204  421944  120477392  0    0    148   2256   7354   9860   0     0     99    0     0
2014-07-08-12:36:27  1      0      218912  1738352  421944  120477584  0    0    152   5672   9533   11611  0     0     99    0     0
2014-07-08-12:36:28  0      0      218912  1737600  421944  120477792  0    0    144   6848   9076   12268  0     0     99    0     0
2014-07-08-12:36:29  2      0      218912  1736856  421944  120477984  0    0    220   2228   8531   10253  0     0     99    0     0
#(1)                 (2)    (3)    (4)     (5)      (6)     (7)        (8)  (9)  (10)  (11)   (12)   (13)   (14)  (15)  (16)  (17)  (18)
#date-time           procs  procs  mem     mem      mem     mem        swp  swp  io    io     syst   syst   cpu   cpu   cpu   cpu   cpu
#date-time           r      b      swpd    free     buff    cache      si   so   bi    bo     in     cs     us    sy    id    wa    st
2014-07-08-12:36:31  1      0      218912  1735972  421944  120478336  0    0    232   5972   10163  11991  0     0     99    0     0
2014-07-08-12:36:32  0      0      218912  1732476  421944  120478592  0    0    176   1952   7961   10270  0     0     99    0     0
2014-07-08-12:36:33  0      0      218912  1736080  421944  120478896  0    0    140   2256   7232   9457   0     0     99    0     0
2014-07-08-12:36:34  1      0      218912  1733608  421944  120479056  0    0    196   2176   7521   9851   0     0     99    0     0
2014-07-08-12:36:35  0      0      218912  1735720  421944  120479312  0    0    96    5544   8984   10623  0     0     99    0     0
2014-07-08-12:36:36  1      0      218912  1733860  421944  120479504  0    0    180   5916   9697   11163  0     0     99    0     0
2014-07-08-12:36:37  0      0      218912  1736968  421944  120479736  0    0    144   2184   7279   9345   0     0     100   0     0
2014-07-08-12:36:38  1      0      218912  1736728  421944  120479896  0    0    132   7948   9017   12180  0     0     99    0     0
2014-07-08-12:36:39  0      0      218912  1736236  421944  120480128  0    0    144   2280   7139   9391   0     0     100   0     0
2014-07-08-12:36:40  1      0      218912  1731664  421944  120480368  0    0    204   8188   9641   13102  0     0     99    0     0
2014-07-08-12:36:41  1      0      218912  1737276  421944  120480624  0    0    160   6860   10195  11763  0     0     99    0     0
2014-07-08-12:36:42  0      0      218912  1734052  421944  120480872  0    0    224   5148   10519  12894  0     0     99    0     0
2014-07-08-12:36:43  1      0      218912  1723380  421944  120481216  0    0    256   2480   9147   11097  1     0     99    0     0
2014-07-08-12:36:44  0      0      218912  1734028  421944  120481512  0    0    236   2312   8994   10869  0     0     99    0     0
2014-07-08-12:36:45  0      0      218912  1734796  421944  120481840  0    0    264   2200   8678   10905  0     0     99    0     0
2014-07-08-12:36:46  0      0      218912  1735044  421944  120482152  0    0    156   7912   11021  12107  0     0     99    0     0
2014-07-08-12:36:47  0      0      218912  1736288  421944  120482424  0    0    204   2364   8294   10154  0     0     99    0     0
2014-07-08-12:36:48  3      0      218912  1728988  421944  120482704  0    0    272   2296   9267   11233  0     0     99    0     0
2014-07-08-12:36:49  0      0      218912  1729608  421944  120483072  0    0    288   6984   11422  12996  0     0     99    0     0
2014-07-08-12:36:50  2      0      218912  1732228  421944  120483344  0    0    164   2512   8404   10588  0     0     100   0     0
2014-07-08-12:36:51  0      0      218912  1730872  421944  120483616  0    0    180   19036  13253  15919  0     0     99    0     0
#(1)                 (2)    (3)    (4)     (5)      (6)     (7)        (8)  (9)  (10)  (11)   (12)   (13)   (14)  (15)  (16)  (17)  (18)
#date-time           procs  procs  mem     mem      mem     mem        swp  swp  io    io     syst   syst   cpu   cpu   cpu   cpu   cpu
#date-time           r      b      swpd    free     buff    cache      si   so   bi    bo     in     cs     us    sy    id    wa    st
2014-07-08-12:36:52  1      0      218912  1730616  421944  120483888  0    0    288   2384   8334   10892  0     0     99    0     0
2014-07-08-12:36:53  0      0      218912  1728132  421944  120484264  0    0    256   2352   8950   11076  0     0     99    0     0
2014-07-08-12:36:54  0      0      218912  1727884  421944  120484560  0    0    216   2072   8471   10250  0     0     99    0     0
2014-07-08-12:36:55  0      0      218912  1729996  421944  120484840  0    0    148   2376   8460   10588  0     0     99    0     0
2014-07-08-12:36:56  0      0      218912  1731244  421944  120485032  0    0    136   11724  12987  13895  0     0     99    0     0
2014-07-08-12:36:57  0      0      218912  1728180  421944  120485304  0    0    212   2144   8310   10509  0     0     99    0     0
2014-07-08-12:36:58  0      0      218912  1731156  421944  120485608  0    0    212   2396   9350   11683  0     0     99    0     0
2014-07-08-12:36:59  0      0      218912  1728344  421944  120485888  0    0    160   2264   9132   11232  0     0     99    0     0
