#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:18:39  50      54     1       9         4       85       70       0          0        49900000000  102000000000  26100000000  51700000000  8       somedatabase1  0.5%   0           0     0     0     0     57000  134000  840   someReplicaSet0011  SEC
12:18:40  48      47     1       13        5       81       66       0          0        49900000000  102000000000  26100000000  51700000000  19      somedatabase1  0.3%   0           0     0     0     0     52000  99000   840   someReplicaSet0011  SEC
12:18:41  46      38     1       7         5       83       72       0          0        49900000000  102000000000  26100000000  51700000000  7       somedatabase1  0.1%   0           0     0     0     0     51000  124000  840   someReplicaSet0011  SEC
12:18:42  47      31     1       6         5       78       45       0          0        49900000000  102000000000  26100000000  51700000000  11      somedatabase1  0.3%   0           0     0     0     0     31000  75000   840   someReplicaSet0011  SEC
12:18:43  51      33     1       10        5       90       77       0          0        49900000000  102000000000  26100000000  51700000000  7       somedatabase1  0.3%   0           0     0     0     0     46000  125000  840   someReplicaSet0011  SEC
12:18:44  52      41     1       11        5       95       70       0          1        49900000000  102000000000  26100000000  51700000000  10      somedatabase1  0.3%   0           0     0     0     0     45000  119000  840   someReplicaSet0011  SEC
12:18:45  54      40     1       11        4       98       70       0          0        49900000000  102000000000  26100000000  51700000000  13      somedatabase1  0.2%   0           0     0     0     0     50000  119000  840   someReplicaSet0011  SEC
12:18:46  36      53     1       7         5       69       61       0          0        49900000000  102000000000  26100000000  51700000000  11      somedatabase1  0.3%   0           0     0     0     0     49000  115000  840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:18:47  40      46     1       17        5       80       59       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.3%   0           0     0     0     0     46000  104000  840   someReplicaSet0011  SEC
12:18:48  51      48     1       17        5       93       82       0          0        49900000000  102000000000  26100000000  51700000000  19      somedatabase1  0.3%   0           0     0     0     0     59000  120000  840   someReplicaSet0011  SEC
12:18:49  53      43     1       14        5       88       66       0          0        49900000000  102000000000  26100000000  51700000000  16      local          0.3%   0           0     0     0     0     41000  109000  840   someReplicaSet0011  SEC
12:18:50  46      34     1       10        5       85       69       0          0        49900000000  102000000000  26100000000  51700000000  13      somedatabase1  0.3%   0           0     0     0     0     41000  105000  840   someReplicaSet0011  SEC
12:18:51  38      27     1       16        5       84       77       0          1        49900000000  102000000000  26100000000  51700000000  15      somedatabase1  0.3%   0           0     0     0     0     38000  111000  840   someReplicaSet0011  SEC
12:18:52  50      36     1       9         5       86       49       0          0        49900000000  102000000000  26100000000  51700000000  7       somedatabase1  0.2%   0           0     0     1     0     31000  96000   840   someReplicaSet0011  SEC
12:18:53  36      41     1       16        5       83       89       0          0        49900000000  102000000000  26100000000  51700000000  17      somedatabase1  0.3%   0           0     0     0     0     51000  116000  840   someReplicaSet0011  SEC
12:18:54  57      26     1       14        5       97       57       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.2%   0           0     0     0     0     33000  90000   840   someReplicaSet0011  SEC
12:18:55  60      43     1       9         5       93       69       0          0        49900000000  102000000000  26100000000  51700000000  12      somedatabase1  0.3%   0           0     0     0     0     49000  117000  840   someReplicaSet0011  SEC
12:18:56  53      51     1       13        5       89       74       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.3%   0           0     0     0     0     52000  130000  840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:18:57  49      56     1       9         5       90       55       0          0        49900000000  102000000000  26100000000  51700000000  12      somedatabase1  0.3%   0           0     0     0     0     58000  121000  840   someReplicaSet0011  SEC
12:18:58  51      33     1       12        4       90       81       0          1        49900000000  102000000000  26100000000  51700000000  11      somedatabase1  0.2%   0           0     0     0     0     39000  107000  840   someReplicaSet0011  SEC
12:18:59  67      39     1       16        5       94       50       0          0        49900000000  102000000000  26100000000  51700000000  20      somedatabase1  0.3%   0           0     0     0     0     37000  102000  840   someReplicaSet0011  SEC
12:19:00  48      35     1       13        5       85       53       0          0        49900000000  102000000000  26100000000  51700000000  6       local          0.4%   0           0     0     0     0     37000  102000  840   someReplicaSet0011  SEC
12:19:01  58      39     1       10        5       94       74       0          0        49900000000  102000000000  26100000000  51700000000  11      somedatabase1  0.4%   0           0     0     0     0     44000  118000  840   someReplicaSet0011  SEC
12:19:02  47      41     1       20        5       84       76       0          0        49900000000  102000000000  26100000000  51700000000  12      somedatabase1  0.2%   0           0     0     0     0     57000  138000  840   someReplicaSet0011  SEC
12:19:03  48      35     1       8         5       86       77       0          0        49900000000  102000000000  26100000000  51700000000  8       somedatabase1  0.4%   0           0     0     0     0     43000  106000  840   someReplicaSet0011  SEC
12:19:04  47      60     1       10        5       86       67       0          0        49900000000  102000000000  26100000000  51700000000  14      somedatabase1  0.2%   0           0     0     0     0     54000  131000  840   someReplicaSet0011  SEC
12:19:05  44      34     1       18        4       81       46       0          1        49900000000  102000000000  26100000000  51700000000  7       somedatabase1  0.3%   0           0     0     0     0     35000  90000   840   someReplicaSet0011  SEC
12:19:06  44      50     1       11        5       86       71       0          0        49900000000  102000000000  26100000000  51700000000  17      somedatabase1  0.3%   0           0     0     0     0     47000  121000  840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:19:07  33      35     1       13        5       81       52       0          0        49900000000  102000000000  26100000000  51700000000  8       somedatabase1  0.3%   0           0     0     0     0     40000  91000   840   someReplicaSet0011  SEC
12:19:08  42      46     1       12        5       82       71       0          0        49900000000  102000000000  26100000000  51700000000  11      somedatabase1  0.2%   0           0     0     0     0     52000  112000  840   someReplicaSet0011  SEC
12:19:09  38      37     1       12        5       76       66       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.3%   0           0     0     0     0     43000  105000  840   someReplicaSet0011  SEC
12:19:10  34      34     1       16        5       85       49       0          0        49900000000  102000000000  26100000000  51700000000  4       local          0.4%   0           0     0     0     0     37000  87000   840   someReplicaSet0011  SEC
12:19:11  57      30     1       13        5       94       76       0          0        49900000000  102000000000  26100000000  51700000000  12      somedatabase1  0.2%   0           0     0     0     0     38000  115000  840   someReplicaSet0011  SEC
12:19:12  61      31     1       14        5       93       59       0          1        49900000000  102000000000  26100000000  51700000000  8       somedatabase1  0.3%   0           0     0     0     0     36000  102000  840   someReplicaSet0011  SEC
12:19:13  42      48     1       12        4       78       91       0          0        49900000000  102000000000  26100000000  51700000000  17      somedatabase1  0.3%   0           0     0     0     0     54000  127000  840   someReplicaSet0011  SEC
12:19:14  40      44     1       18        5       85       66       0          0        49900000000  102000000000  26100000000  51700000000  10      somedatabase1  0.3%   0           0     0     0     0     47000  113000  840   someReplicaSet0011  SEC
12:19:15  53      37     1       10        5       90       72       0          0        49900000000  102000000000  26100000000  51700000000  3       somedatabase1  0.3%   0           0     0     0     0     38000  112000  840   someReplicaSet0011  SEC
12:19:16  51      48     1       10        5       86       62       0          0        49900000000  102000000000  26100000000  51700000000  10      somedatabase1  0.2%   0           0     0     0     0     50000  116000  840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:19:17  39      28     1       14        5       82       65       0          0        49900000000  102000000000  26100000000  51700000000  6       local          0.4%   0           0     0     0     0     29000  86000   840   someReplicaSet0011  SEC
12:19:18  43      32     1       8         5       84       73       0          0        49900000000  102000000000  26100000000  51700000000  6       somedatabase1  0.3%   0           1     0     0     1     34000  102000  840   someReplicaSet0011  SEC
12:19:19  54      29     1       16        5       100      64       0          1        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.2%   0           0     0     0     0     35000  96000   840   someReplicaSet0011  SEC
12:19:20  43      33     1       8         5       74       44       0          0        49900000000  102000000000  26100000000  51700000000  11      somedatabase1  0.3%   0           0     0     0     0     32000  75000   840   someReplicaSet0011  SEC
12:19:21  50      37     1       14        5       87       86       0          0        49900000000  102000000000  26100000000  51700000000  5       local          0.4%   0           0     0     0     0     37000  111000  840   someReplicaSet0011  SEC
12:19:22  48      36     1       16        5       98       55       0          0        49900000000  102000000000  26100000000  51700000000  15      somedatabase1  0.2%   0           0     0     0     0     40000  99000   840   someReplicaSet0011  SEC
12:19:23  41      32     1       16        5       87       70       0          0        49900000000  102000000000  26100000000  51700000000  10      somedatabase1  0.1%   0           0     0     0     0     44000  108000  840   someReplicaSet0011  SEC
12:19:24  68      38     1       11        5       96       74       0          0        49900000000  102000000000  26100000000  51700000000  5       somedatabase1  0.3%   0           0     0     0     0     41000  114000  840   someReplicaSet0011  SEC
12:19:25  44      40     1       8         4       81       73       0          0        49900000000  102000000000  26100000000  51700000000  6       somedatabase1  0.2%   0           0     0     0     0     44000  117000  840   someReplicaSet0011  SEC
12:19:26  38      36     1       9         5       80       70       0          1        49900000000  102000000000  26100000000  51700000000  7       somedatabase1  0.3%   0           0     0     0     0     37000  113000  840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:19:27  48      55     1       14        5       88       63       0          0        49900000000  102000000000  26100000000  51700000000  12      somedatabase1  0.3%   0           0     0     0     0     63000  129000  840   someReplicaSet0011  SEC
12:19:28  41      24     1       16        5       82       72       0          0        49900000000  102000000000  26100000000  51700000000  4       somedatabase1  0.3%   0           0     0     0     0     32000  105000  840   someReplicaSet0011  SEC
12:19:29  56      40     1       10        5       87       72       0          0        49900000000  102000000000  26100000000  51700000000  12      somedatabase1  0.3%   0           0     0     0     0     37000  107000  840   someReplicaSet0011  SEC
12:19:30  47      48     1       10        4       88       54       0          0        49900000000  102000000000  26100000000  51700000000  15      somedatabase1  0.3%   0           0     0     0     0     51000  112000  840   someReplicaSet0011  SEC
12:19:31  61      37     1       15        5       80       73       0          0        49900000000  102000000000  26100000000  51700000000  21      somedatabase1  0.2%   0           0     0     0     0     45000  104000  840   someReplicaSet0011  SEC
12:19:32  47      36     1       14        5       83       44       0          0        49900000000  102000000000  26100000000  51700000000  6       somedatabase1  0.3%   0           0     0     0     0     30000  82000   840   someReplicaSet0011  SEC
12:19:33  41      24     1       14        5       84       62       0          1        49900000000  102000000000  26100000000  51700000000  10      somedatabase1  0.3%   0           0     0     0     0     32000  93000   840   someReplicaSet0011  SEC
12:19:34  60      43     1       6         5       88       65       0          0        49900000000  102000000000  26100000000  51700000000  16      somedatabase1  0.3%   0           0     0     0     0     44000  111000  840   someReplicaSet0011  SEC
12:19:35  47      28     1       8         5       89       64       0          0        49900000000  102000000000  26100000000  51700000000  6       local          0.3%   0           0     0     0     0     33000  99000   840   someReplicaSet0011  SEC
12:19:36  42      53     1       14        5       76       85       0          0        49900000000  102000000000  26100000000  51700000000  6       somedatabase1  0.3%   0           0     0     0     0     53000  137000  840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:19:37  48      37     1       8         5       80       65       0          0        49900000000  102000000000  26100000000  51700000000  15      somedatabase2  0.3%   0           0     0     0     0     43000  109000  840   someReplicaSet0011  SEC
12:19:38  51      43     1       14        5       92       76       0          0        49900000000  102000000000  26100000000  51700000000  8       somedatabase1  0.4%   0           0     0     0     0     42000  105000  840   someReplicaSet0011  SEC
12:19:39  61      43     1       10        5       96       62       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.2%   0           0     0     0     0     41000  110000  840   someReplicaSet0011  SEC
12:19:40  59      35     1       12        5       91       74       0          1        49900000000  102000000000  26100000000  51700000000  7       somedatabase1  0.4%   0           0     0     0     0     39000  124000  840   someReplicaSet0011  SEC
12:19:41  60      44     1       11        4       91       81       0          0        49900000000  102000000000  26100000000  51700000000  15      somedatabase1  0.2%   0           0     0     0     0     54000  134000  840   someReplicaSet0011  SEC
12:19:42  52      41     1       15        5       91       51       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.3%   0           0     0     0     0     42000  84000   840   someReplicaSet0011  SEC
12:19:43  49      39     1       7         5       90       83       0          0        49900000000  102000000000  26100000000  51700000000  11      somedatabase1  0.3%   0           0     0     0     0     43000  108000  840   someReplicaSet0011  SEC
12:19:44  50      35     1       8         5       89       53       0          0        49900000000  102000000000  26100000000  51700000000  8       somedatabase1  0.3%   0           0     0     0     0     37000  93000   840   someReplicaSet0011  SEC
12:19:45  34      46     1       13        5       77       49       0          0        49900000000  102000000000  26100000000  51700000000  7       somedatabase1  0.2%   0           0     0     0     0     42000  92000   840   someReplicaSet0011  SEC
12:19:46  42      47     1       10        5       86       72       0          0        49900000000  102000000000  26100000000  51700000000  6       somedatabase1  0.3%   0           0     0     0     0     50000  129000  840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:19:47  45      42     1       13        5       83       65       0          1        49900000000  102000000000  26100000000  51700000000  15      somedatabase1  0.3%   0           0     0     0     0     44000  116000  840   someReplicaSet0011  SEC
12:19:48  48      41     1       9         4       87       81       0          0        49900000000  102000000000  26100000000  51700000000  11      somedatabase1  0.3%   0           0     0     0     0     45000  119000  840   someReplicaSet0011  SEC
12:19:49  55      55     1       16        5       84       60       0          0        49900000000  102000000000  26100000000  51700000000  10      somedatabase1  0.2%   0           0     0     0     0     53000  127000  840   someReplicaSet0011  SEC
12:19:50  38      28     1       8         5       77       61       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.3%   0           0     0     0     0     38000  110000  840   someReplicaSet0011  SEC
12:19:51  43      37     1       14        5       85       64       0          0        49900000000  102000000000  26100000000  51700000000  4       somedatabase1  0.2%   0           0     0     0     0     45000  113000  840   someReplicaSet0011  SEC
12:19:52  43      32     1       7         5       81       56       0          0        49900000000  102000000000  26100000000  51700000000  8       somedatabase1  0.3%   0           0     0     0     0     38000  116000  840   someReplicaSet0011  SEC
12:19:53  50      34     1       12        5       90       67       0          0        49900000000  102000000000  26100000000  51700000000  8       somedatabase1  0.3%   0           0     0     0     0     43000  104000  840   someReplicaSet0011  SEC
12:19:54  55      30     1       22        5       94       57       0          1        49900000000  102000000000  26100000000  51700000000  10      somedatabase1  0.2%   0           0     0     0     0     37000  94000   840   someReplicaSet0011  SEC
12:19:55  39      23     1       7         5       79       55       0          0        49900000000  102000000000  26100000000  51700000000  8       somedatabase1  0.6%   0           0     0     0     0     29000  85000   840   someReplicaSet0011  SEC
12:19:56  59      30     1       7         5       93       58       0          0        49900000000  102000000000  26100000000  51700000000  4       somedatabase1  0.3%   0           0     0     0     0     37000  98000   840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:19:57  48      46     1       18        5       88       55       0          0        49900000000  102000000000  26100000000  51700000000  11      somedatabase1  0.1%   0           0     0     0     0     53000  110000  840   someReplicaSet0011  SEC
12:19:58  58      40     1       5         4       92       74       0          0        49900000000  102000000000  26100000000  51700000000  15      somedatabase1  0.2%   0           0     0     0     0     44000  114000  840   someReplicaSet0011  SEC
12:19:59  48      47     1       15        5       85       83       0          0        49900000000  102000000000  26100000000  51700000000  7       somedatabase1  0.4%   0           0     0     0     0     48000  129000  840   someReplicaSet0011  SEC
12:20:00  60      46     1       18        5       95       61       0          0        49900000000  102000000000  26100000000  51700000000  8       somedatabase1  0.3%   0           0     0     1     0     52000  139000  840   someReplicaSet0011  SEC
12:20:01  50      36     1       14        5       88       78       0          1        49900000000  102000000000  26100000000  51700000000  10      somedatabase1  0.3%   0           0     0     0     0     45000  113000  840   someReplicaSet0011  SEC
12:20:02  42      27     1       6         5       80       59       0          0        49900000000  102000000000  26100000000  51700000000  4       somedatabase1  0.4%   0           0     0     0     0     30000  89000   840   someReplicaSet0011  SEC
12:20:03  54      32     1       13        5       92       72       0          0        49900000000  102000000000  26100000000  51700000000  14      somedatabase1  0.3%   0           0     0     0     0     45000  115000  840   someReplicaSet0011  SEC
12:20:04  57      34     1       7         5       84       83       0          0        49900000000  102000000000  26100000000  51700000000  6       somedatabase1  0.2%   0           0     0     0     0     40000  115000  840   someReplicaSet0011  SEC
12:20:05  53      41     1       11        5       91       65       0          0        49900000000  102000000000  26100000000  51700000000  8       somedatabase1  0.3%   0           0     0     0     0     38000  94000   840   someReplicaSet0011  SEC
12:20:06  47      53     1       13        5       88       64       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.3%   0           0     0     0     0     47000  109000  840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:20:07  46      37     1       17        4       88       53       0          0        49900000000  102000000000  26100000000  51700000000  13      somedatabase1  0.3%   0           0     0     0     0     40000  99000   840   someReplicaSet0011  SEC
12:20:08  42      37     1       6         5       75       75       0          1        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.3%   0           0     0     0     0     42000  106000  840   someReplicaSet0011  SEC
12:20:09  40      40     1       13        5       83       69       0          0        49900000000  102000000000  26100000000  51700000000  16      somedatabase1  0.2%   0           0     0     0     0     46000  105000  840   someReplicaSet0011  SEC
12:20:10  40      34     1       11        5       88       56       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.3%   0           0     0     0     0     35000  104000  840   someReplicaSet0011  SEC
12:20:11  45      37     1       15        5       85       76       0          0        49900000000  102000000000  26100000000  51700000000  7       somedatabase1  0.3%   0           0     0     0     0     48000  125000  840   someReplicaSet0011  SEC
12:20:12  48      31     1       8         5       81       63       0          0        49900000000  102000000000  26100000000  51700000000  6       somedatabase1  0.2%   0           0     0     0     0     36000  99000   840   someReplicaSet0011  SEC
12:20:13  48      34     1       20        5       89       74       0          0        49900000000  102000000000  26100000000  51700000000  6       somedatabase1  0.3%   0           0     0     0     0     40000  113000  840   someReplicaSet0011  SEC
12:20:14  63      52     1       12        5       89       80       0          0        49900000000  102000000000  26100000000  51700000000  11      somedatabase1  0.3%   0           0     0     0     0     63000  142000  840   someReplicaSet0011  SEC
12:20:15  44      37     1       10        5       78       51       0          1        49900000000  102000000000  26100000000  51700000000  3       somedatabase1  0.3%   0           0     0     0     0     43000  107000  840   someReplicaSet0011  SEC
12:20:16  54      43     1       6         5       87       79       0          0        49900000000  102000000000  26100000000  51700000000  18      somedatabase1  0.2%   0           0     0     0     0     52000  128000  840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:20:17  69      49     1       11        5       94       46       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.3%   0           0     0     0     0     43000  94000   840   someReplicaSet0011  SEC
12:20:18  36      39     1       12        4       73       82       0          0        49900000000  102000000000  26100000000  51700000000  16      somedatabase1  0.3%   0           0     0     0     0     51000  119000  840   someReplicaSet0011  SEC
12:20:19  36      38     1       14        5       80       69       0          0        49900000000  102000000000  26100000000  51700000000  8       somedatabase1  0.3%   0           0     0     0     0     36000  95000   840   someReplicaSet0011  SEC
12:20:20  43      38     1       10        5       75       54       0          0        49900000000  102000000000  26100000000  51700000000  12      somedatabase1  0.2%   0           0     0     0     0     42000  96000   840   someReplicaSet0011  SEC
12:20:21  40      31     1       8         5       72       74       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.3%   0           0     0     0     0     34000  103000  840   someReplicaSet0011  SEC
12:20:22  56      23     1       15        5       93       51       0          1        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.3%   0           0     0     0     0     25000  83000   840   someReplicaSet0011  SEC
12:20:23  48      44     1       8         5       87       84       0          0        49900000000  102000000000  26100000000  51700000000  20      somedatabase1  0.3%   0           0     0     0     0     50000  121000  840   someReplicaSet0011  SEC
12:20:24  53      30     1       13        5       90       72       0          0        49900000000  102000000000  26100000000  51700000000  5       somedatabase1  0.2%   0           0     0     0     0     34000  105000  840   someReplicaSet0011  SEC
12:20:25  55      23     1       10        5       86       59       0          0        49900000000  102000000000  26100000000  51700000000  6       somedatabase1  0.3%   0           0     0     0     0     34000  100000  840   someReplicaSet0011  SEC
12:20:26  48      48     1       12        5       87       82       0          0        49900000000  102000000000  26100000000  51700000000  13      somedatabase1  0.3%   0           0     0     0     0     50000  124000  840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:20:27  48      34     1       5         4       85       55       0          0        49900000000  102000000000  26100000000  51700000000  7       somedatabase1  0.3%   0           0     0     0     0     39000  105000  840   someReplicaSet0011  SEC
12:20:28  53      34     1       11        5       87       67       0          0        49900000000  102000000000  26100000000  51700000000  13      somedatabase1  0.2%   0           0     0     0     0     49000  105000  840   someReplicaSet0011  SEC
12:20:29  47      45     1       10        5       79       73       0          1        49900000000  102000000000  26100000000  51700000000  8       somedatabase1  0.3%   0           0     0     0     0     45000  127000  840   someReplicaSet0011  SEC
12:20:30  51      37     1       8         5       87       57       0          0        49900000000  102000000000  26100000000  51700000000  7       .              1.1%   0           0     0     0     0     40000  105000  840   someReplicaSet0011  SEC
12:20:31  62      46     1       6         5       84       71       0          0        49900000000  102000000000  26100000000  51700000000  14      somedatabase1  0.1%   0           0     0     0     0     47000  118000  840   someReplicaSet0011  SEC
12:20:32  79      47     1       12        5       97       64       0          0        49900000000  102000000000  26100000000  51700000000  14      somedatabase1  0.4%   0           0     0     0     0     49000  124000  840   someReplicaSet0011  SEC
12:20:33  44      45     1       7         5       87       88       0          0        49900000000  102000000000  26100000000  51700000000  8       somedatabase1  0.1%   0           0     0     0     0     50000  117000  840   someReplicaSet0011  SEC
12:20:34  55      22     1       8         4       86       68       0          0        49900000000  102000000000  26100000000  51700000000  4       local          0.4%   0           0     0     0     0     27000  94000   840   someReplicaSet0011  SEC
12:20:35  57      47     1       19        5       89       48       0          0        49900000000  102000000000  26100000000  51700000000  18      somedatabase1  0.3%   0           0     0     0     0     59000  130000  840   someReplicaSet0011  SEC
12:20:36  49      33     1       8         5       80       65       0          1        49900000000  102000000000  26100000000  51700000000  6       somedatabase1  0.3%   0           0     0     0     0     42000  110000  840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:20:37  41      31     1       16        5       83       71       0          0        49900000000  102000000000  26100000000  51700000000  13      somedatabase1  0.3%   0           0     0     0     0     35000  112000  840   someReplicaSet0011  SEC
12:20:38  43      43     1       13        5       90       80       0          0        49900000000  102000000000  26100000000  51700000000  14      somedatabase1  0.3%   0           0     0     0     0     47000  116000  840   someReplicaSet0011  SEC
12:20:39  48      34     1       8         5       84       61       0          0        49900000000  102000000000  26100000000  51700000000  10      somedatabase1  0.2%   0           0     0     0     0     37000  105000  840   someReplicaSet0011  SEC
12:20:40  40      28     1       10        5       78       36       0          0        49900000000  102000000000  26100000000  51700000000  8       somedatabase1  0.3%   0           0     0     0     0     31000  78000   840   someReplicaSet0011  SEC
12:20:41  35      34     1       11        5       72       74       0          0        49900000000  102000000000  26100000000  51700000000  13      somedatabase1  0.2%   0           0     0     0     0     39000  111000  840   someReplicaSet0011  SEC
12:20:42  34      26     1       7         5       70       60       0          0        49900000000  102000000000  26100000000  51700000000  8       somedatabase1  0.3%   0           0     0     0     0     34000  90000   840   someReplicaSet0011  SEC
12:20:43  48      41     1       6         5       72       80       0          1        49900000000  102000000000  26100000000  51700000000  11      somedatabase1  0.3%   0           0     0     0     0     44000  119000  840   someReplicaSet0011  SEC
